pl_name,pl_bmassj,pl_eqt,pl_imppar,pl_orbeccen,pl_orbincl,pl_orblper,pl_orbper,pl_orbpererr1,pl_orbpererr2,pl_orbsmax,pl_projobliq,pl_radj,pl_trandep,pl_trandur,pl_tranmid,pl_tranmiderr1,pl_tranmiderr2,ra,dec,sy_hmag,sy_jmag,sy_kmag,sy_vmag,st_logg,st_mass,st_met,st_rad,st_radv,st_teff,st_vsin
"OGLE-2013-BLG-1761L b",2.70000,,,,,,,,,1.800000,,1.180,,,,,,268.4094850,-28.8952713,,,,,,0.33,,,,,
"ROXs 42 B b",9.00000,1.97500000000e+03,,0.580000,,,,,,157.000000,,1.120,,,,,,247.8125493,-24.5455770,9.0170000,9.9060000,8.6710000,14.6610000,,1.00,,1.34,1.13,3433.00,
"OGLE-2016-BLG-1067L b",0.43000,,,,,,,,,1.700000,,1.280,,,,,,273.2045000,-27.0126389,,,,,,0.30,,,,,
"TrES-2 b",1.49000,1.46600000000e+03,0.8429,0.000000,83.570,24.0000,2.47063000,0.00001000,-0.00001000,0.035630,-9.00,1.360,1.600000,1.7425900,2454955.763360,0.000003,-0.000002,286.8085258,49.3164211,9.9200000,10.2320000,9.8460000,11.2540000,4.43,1.36,-0.150,1.12,-0.73,5850.00,1.0000
"TrES-3 b",1.91000,1.63800000000e+03,0.8277,0.000000,81.850,270.5000,1.30618581,,,0.022820,,1.336,2.739000,1.3650000,2454185.910400,,,268.0291106,37.5463268,10.6550000,11.0150000,10.6080000,12.3620000,4.57,0.93,-0.200,0.83,10.84,5650.00,1.5000
"TOI-216.02",0.09439,6.28000000000e+02,0.9480,0.132000,88.364,193.0000,17.08900000,0.01100000,-0.01500000,0.129300,,0.686,0.367100,2.0620000,2458325.327000,0.002600,-0.002600,73.9800129,-63.2603301,10.3320000,10.7590000,10.2180000,12.3240000,4.66,0.87,0.320,0.84,36.30,5026.00,
"TOI-700 b",0.00348,4.17000000000e+02,0.2100,0.081000,89.660,-75.0000,9.97702000,0.00024000,-0.00028000,0.067700,,0.093,0.050300,2.2632000,2458490.986700,0.002700,-0.002900,97.0957165,-65.5786149,8.8930000,9.4690000,8.6340000,13.1510000,4.80,0.41,-0.070,0.42,-4.40,3461.00,
"TOI-561 d",0.03760,,0.3200,0.051000,89.540,246.0000,25.62000000,0.04000000,-0.04000000,0.156900,,0.226,,4.8500000,2458521.882000,0.004000,-0.004000,148.1851516,6.2161030,8.5040000,8.8790000,8.3940000,10.2520000,4.47,0.79,-0.330,0.85,79.54,5455.00,2.0000
"OGLE-2015-BLG-1771L b",0.43300,,,,,,,,,0.850000,,1.280,,,,,,268.7990000,-28.8627500,,,,,,0.08,,,,,
"TOI-628 b",6.33000,1.58600000000e+03,0.2300,0.072000,88.410,-74.0000,3.40956750,0.00000700,-0.00000690,0.048600,,1.060,0.657000,3.7824000,2458629.479720,0.000390,-0.000390,99.2630608,1.7675497,8.8950010,9.1700000,8.8110000,10.1120000,4.30,1.31,0.258,1.34,20.07,6250.00,6.9000
"OGLE-2016-BLG-0613L AB b",4.18000,,,,,,,,,6.400000,,1.160,,,,,,269.2604060,-28.1161671,,,,,,0.72,,,,,
"TOI-640 b",0.88000,1.74900000000e+03,0.8763,0.050000,82.540,159.0000,5.00377750,0.00000480,-0.00000480,0.066080,,1.771,0.764000,3.6048000,2458459.738770,0.000710,-0.000830,99.7345935,-36.6461300,9.3270000,9.5190000,9.2430000,10.5100000,3.99,1.54,0.072,2.08,40.88,6460.00,6.1000
"OGLE-2017-BLG-0406L b",0.41000,,,,,,,,,3.500000,,1.270,,,,,,268.9996670,-29.8631389,19.6000000,,,26.1000000,,0.56,,,,,
"TOI-905 b",0.66700,1.19200000000e+03,0.8160,0.024000,85.680,39.0000,3.73949400,0.00003800,-0.00003800,0.046660,,1.171,1.718000,2.0280000,2458643.308980,0.000200,-0.000200,227.6586754,-71.3616316,9.5100000,9.8900000,9.4480000,11.0800000,4.50,0.97,0.140,0.92,42.44,5570.00,
"TOI-954 b",0.17400,1.52600000000e+03,0.5600,0.140000,84.400,276.0000,3.68497290,0.00000270,-0.00000280,0.049630,,0.852,0.207000,5.0900000,2458411.906510,0.000840,-0.000780,61.9410587,-25.2088028,8.8910000,9.1800000,8.7790000,10.3430000,3.96,1.20,0.215,1.89,-6.89,5710.00,5.6000
"OGLE-2018-BLG-1011L c",2.80000,,,,,,,,,0.800000,,1.180,,,,,,269.0140000,-29.0828889,,,,,,0.18,,,,,
"TRAPPIST-1 g",0.00416,1.98600000000e+02,0.3790,0.002080,89.742,191.3400,12.35244600,0.00005400,-0.00005400,0.046830,,0.101,0.755500,1.1370000,2457257.714620,0.001030,-0.001030,346.6263919,-5.0434618,10.7180000,11.3540000,10.2960000,17.0200000,5.24,0.09,0.040,0.12,,2566.00,
"TOI-763 c",0.02932,8.00000000000e+02,0.5100,0.040000,,62.0000,12.27370000,0.00530000,-0.00770000,0.101100,,0.235,0.097627,3.6563820,2458572.966100,0.007100,-0.004400,194.4680980,-39.7580613,8.5540000,8.8580000,8.4900000,10.2650000,4.45,0.92,0.010,0.90,-13.68,5450.00,1.7000
"TOI-776 b",0.01259,5.14000000000e+02,0.2500,0.060000,89.650,-67.0000,8.24661000,0.00005000,-0.00004000,0.065200,,0.165,0.106300,2.4100000,2458571.416700,0.001000,-0.001100,178.5779970,-37.5533568,7.8770000,8.4830000,7.6150000,11.5360000,4.73,0.54,-0.200,0.54,49.34,3709.00,
"TOI-776 c",0.01668,4.15000000000e+02,0.2700,0.040000,89.510,-11.0000,15.66530000,0.00040000,-0.00030000,0.100000,,0.180,0.148400,2.9900000,2458572.599900,0.001800,-0.001600,178.5779970,-37.5533568,7.8770000,8.4830000,7.6150000,11.5360000,4.73,0.54,-0.200,0.54,49.34,3709.00,
"WASP-130 b",1.23000,8.33000000000e+02,0.5300,0.000000,88.660,,11.55098000,0.00001000,-0.00001000,0.101200,,0.890,0.916000,3.7200000,2456921.143070,0.000250,-0.000250,203.1060194,-42.4752733,9.5470000,9.8960000,9.4610000,11.1040000,4.49,1.04,0.260,0.96,1.46,5625.00,0.5000
"LTT 1445 A b",0.00903,4.24000000000e+02,0.1700,0.110000,89.680,-139.0000,5.35876570,0.00000430,-0.00000420,0.038130,,0.116,0.203000,1.3670000,2458412.708510,0.000400,-0.000390,45.4624781,-16.5944956,6.7740000,7.2940000,6.4960000,10.5900000,4.97,0.26,-0.340,0.27,-5.43,3340.00,3.4000
"Kepler-661 b",0.03030,6.78000000000e+02,0.8900,0.000000,89.500,,6.02930132,0.00000536,-0.00000536,0.058500,,0.274,0.191270,1.5798000,2455004.603290,0.000702,-0.000702,283.7107463,47.8631748,13.3700000,14.0010000,13.2310000,16.0160000,4.64,0.70,-0.050,0.67,,4483.00,
"TOI-892 b",0.95000,1.39700000000e+03,0.4300,0.125000,88.200,,10.62656000,0.00007000,-0.00007000,0.092000,,1.070,0.753000,5.4150000,2458475.689000,0.002000,-0.002000,86.7382280,-11.2353401,10.1880000,10.4550000,10.1060000,11.4300000,4.26,1.28,0.240,1.39,41.10,6261.00,7.6900
"TRAPPIST-1 c",0.00412,3.41900000000e+02,0.1090,0.006540,89.778,282.4500,2.42193700,0.00001800,-0.00001800,0.015800,,0.098,0.712300,0.7005000,2457258.587280,0.000270,-0.000270,346.6263919,-5.0434618,10.7180000,11.3540000,10.2960000,17.0200000,5.24,0.09,0.040,0.12,,2566.00,
"Pr0201 b",0.54000,,,0.000000,,,4.42640000,0.00700000,-0.00700000,0.060000,,1.270,,,,,,130.4324005,20.2268164,9.2270000,9.4630000,9.1420000,10.4450000,4.41,1.24,0.190,1.15,33.95,6174.00,9.6000
"UZ For c",7.70000,,,0.050000,,,1916.25000000,91.25000000,-91.25000000,2.800000,,,,,,,,53.8694682,-25.7393857,14.8970000,15.3170000,14.7760000,16.7753000,,0.70,,,,5286.90,
"Kepler-970 b",0.02550,4.64000000000e+02,0.8187,0.000000,88.320,,16.73652231,0.00002699,-0.00002699,0.110700,,0.247,0.128920,1.9947000,2454976.132420,0.001310,-0.001310,289.6252192,40.7087351,12.3550000,12.9800000,12.2150000,15.2100000,4.64,0.70,-0.080,0.67,,4511.00,
"LkCa 15 b",,,,,50.000,,,,,14.700000,,,,,,,,69.8241791,22.3508662,8.6000000,9.4240000,8.1630000,12.0250000,3.65,,0.260,1.61,,4194.00,16.8200
"Kepler-897 b",0.01980,8.55000000000e+02,0.8370,0.000000,79.300,,8.04726420,0.00002943,-0.00002943,0.077000,,0.213,0.048600,4.5000000,2454970.208600,0.002880,-0.002880,290.5867992,51.6957731,13.5830000,13.8900000,13.4660000,15.1770000,4.41,1.03,0.040,1.04,,5839.00,
"Kepler-923 b",0.00780,1.10400000000e+03,0.8030,0.000000,80.200,,6.93366476,0.00003537,-0.00003537,0.071500,,0.123,0.011960,4.3220000,2454970.072360,0.004350,-0.004350,294.1710831,40.0551372,12.7170000,12.9780000,12.6650000,14.1240000,4.28,1.11,0.070,1.26,,5988.00,
"Kepler-924 b",0.03030,6.10000000000e+02,0.0304,0.000000,89.930,,61.03701170,0.00033660,-0.00033660,0.335900,,0.274,0.043750,8.8510000,2455008.180030,0.004750,-0.004750,290.6685136,40.3977086,12.8300000,13.1140000,12.7450000,14.2930000,4.32,1.14,0.010,1.23,,6167.00,
"Kepler-925 b",0.01910,3.94000000000e+02,0.6804,0.000000,89.020,,33.86785310,0.00017040,-0.00017040,0.180500,,0.209,0.089480,3.6820000,2454970.513560,0.004280,-0.004280,290.1065581,40.4906242,13.4060000,13.9780000,13.3390000,16.0250000,4.62,0.77,0.120,0.72,,4673.00,
"Kepler-928 b",0.00993,8.94000000000e+02,0.4160,0.000000,88.150,,3.93246130,0.00000965,-0.00000965,0.044400,,0.142,0.045550,2.1982000,2454965.554650,0.002170,-0.002170,289.9206760,41.5427758,13.1260000,13.6850000,12.9330000,15.5860000,4.62,0.73,-0.110,0.70,,4700.00,
"MASCARA-1 b",3.70000,2.57000000000e+03,0.2000,0.000000,87.000,,2.14878000,0.00000800,-0.00000800,0.043000,69.50,1.500,,4.0500000,2457097.278000,0.002000,-0.002000,317.5515264,10.7388967,7.7490000,7.8190000,7.7400000,8.2800000,4.00,1.72,0.000,2.10,,7554.00,109.0000
"MASCARA-4 b",3.10000,2.10000000000e+03,0.3400,0.000000,88.500,,2.82406000,0.00003000,-0.00003000,0.047000,244.90,1.530,,3.9600000,2458505.817000,0.003000,-0.003000,147.5800667,-66.1139253,7.7850000,7.8370000,7.7500000,8.1910000,4.10,1.75,0.000,1.92,-18.31,7800.00,45.6600
"WASP-85 A b",1.26500,1.45200000000e+03,0.0470,0.000000,89.690,,2.65567770,0.00000044,-0.00000044,0.039000,14.00,1.240,1.870000,2.5958400,2456847.472856,0.000014,-0.000014,175.9080328,6.5637842,8.9250000,9.2750000,8.7330000,10.7200000,4.50,1.09,0.118,0.94,14.01,6112.00,
"WASP-91 b",1.34000,1.16000000000e+03,0.5100,0.000000,86.800,,2.79858100,0.00000300,-0.00000300,0.037000,,1.030,1.500000,2.3424000,2456297.719000,0.000200,-0.000200,357.8464340,-70.1528621,9.8380000,10.2750000,9.7120000,11.9800000,4.30,0.84,0.190,0.86,2.78,4920.00,2.4000
"EPIC 249893012 d",0.03203,7.52000000000e+02,0.2500,0.150000,89.470,181.0000,35.74700000,0.00500000,-0.00500000,0.220000,,0.352,,9.5600000,2458008.652000,0.003000,-0.003000,228.2482353,-16.7246474,9.8000000,10.2160000,9.7140000,11.4290000,3.99,1.05,0.200,1.71,22.36,5430.00,2.1000
"GJ 15 A c",0.11327,,,0.270000,,-58.4000,7600.00000000,2200.00000000,-1700.00000000,5.400000,,0.595,,,,,,4.6126677,44.0247296,4.4760000,5.2520000,4.0180000,8.0900000,4.87,0.38,-0.340,0.38,11.30,3607.00,1.0900
"GJ 1132 b",0.00522,5.29000000000e+02,0.3800,0.220000,86.580,,1.62893100,0.00002700,-0.00002700,0.015300,,0.101,,,2457184.557590,0.000300,-0.000300,153.7090696,-47.1549358,8.6660000,9.2450000,8.3220000,13.6800000,4.88,0.18,-0.120,0.21,35.08,3270.00,2.0000
"GJ 1265 b",0.02328,,,0.040000,,282.0000,3.65110000,0.00120000,-0.00120000,0.026000,,0.234,,,,,,333.4324675,-17.6870623,8.4220000,8.9550000,8.1150000,14.0100000,5.09,0.18,-0.040,0.19,-24.30,3236.00,2.0000
"Kepler-1683 b",0.01310,6.69000000000e+02,0.0100,0.000000,89.980,,15.03370000,,,0.118200,,0.167,0.037490,3.2720000,2454977.980550,0.003490,-0.003490,298.4501035,44.2840193,13.0970000,13.4750000,13.0400000,14.9620000,4.51,0.95,0.160,0.90,,5429.00,
"WASP-38 b",3.44000,1.25000000000e+03,0.1200,0.030000,89.500,-22.2000,6.87188000,0.00001000,-0.00001000,0.075220,7.50,1.230,0.690000,4.6608000,2455322.177400,0.000600,-0.000600,243.9597194,10.0324103,8.1060000,8.2870000,7.9980000,9.3910000,4.25,1.76,-0.020,1.52,-9.06,6180.00,7.5000
"Kepler-1345 b",0.01940,6.93000000000e+02,0.0993,0.000000,88.990,,44.61695570,0.00033290,-0.00033290,0.263800,,0.211,0.023970,7.6320000,2454997.444820,0.005770,-0.005770,292.4779428,46.0228210,12.5750000,12.8020000,12.5630000,13.7750000,4.18,1.32,0.040,1.55,,6449.00,
"kap And b",13.61600,1.90000000000e+03,,,,,,,,55.000000,,1.100,,,,,,355.1025974,44.3338511,4.5950000,4.6240000,4.5710000,4.1379100,3.78,2.60,-0.360,2.31,,10900.00,
"ome Ser b",1.70000,,,0.106000,,132.0000,277.02000000,0.52000000,-0.51000000,1.100000,,1.200,,,,,,237.5732422,2.1963040,3.0260000,3.6220000,2.9290000,5.2164400,2.32,2.17,-0.240,12.30,-3.65,4770.00,1.8900
"psi 1 Dra B b",1.53000,,,0.400000,,64.0000,3117.00000000,42.00000000,-42.00000000,4.430000,,1.210,,,,,,265.4925754,72.1557114,4.5900000,5.0010000,4.5270000,5.8080000,4.20,1.19,0.010,1.26,-11.00,6212.00,6.0000
"tau Gem b",20.60000,,,0.031000,,137.4000,305.50000000,0.10000000,-0.10000000,1.170000,,1.080,,,,,,107.7847232,30.2449545,1.8210000,2.3770000,1.6810000,4.3779900,1.96,2.30,0.140,26.80,22.02,4388.00,1.0000
"GJ 273 b",0.00909,,,0.100000,,,18.64980000,0.00590000,-0.00520000,0.091101,,0.135,,,,,,111.8520910,5.2258070,5.2190000,5.7140000,4.8570000,9.8400000,4.91,0.29,0.090,0.29,18.41,3382.00,
"GJ 163 c",0.02140,,,0.099000,,227.0000,25.63058000,0.02550000,-0.02550000,0.125400,,0.223,,,,,,62.3228353,-53.3711768,7.4280000,7.9480000,7.1350000,11.7900000,4.82,0.40,0.100,0.41,58.60,3500.00,
"bet Pic b",11.00000,1.61200000000e+03,,0.080000,88.900,-8.0000,7665.00000000,7300.00000000,-730.00000000,9.100000,,1.650,,,,,,86.8212337,-51.0661480,3.5440000,3.6690000,3.5260000,3.8500000,4.35,1.76,-0.210,1.54,,8038.68,116.4100
"omi CrB b",1.50000,,,0.191000,,79.0000,187.83000000,0.54000000,-0.54000000,0.830000,,1.210,,,,,,230.0350768,29.6160222,3.1690000,3.6510000,2.9340000,5.5052000,2.65,2.13,-0.238,10.50,-53.70,4749.00,2.3000
"tau Boo b",5.95000,,,0.011000,44.500,113.4000,3.31245680,0.00000690,-0.00000690,0.049000,,1.140,,,2453104.828000,0.012000,-0.008000,206.8134593,17.4571647,3.5460000,3.6170000,3.5070000,4.4863500,4.25,1.32,0.264,1.43,-16.40,6466.27,14.9800
"HD 152843 b",0.03637,1.11954688200e+03,0.3200,0.140000,88.850,,11.62640000,0.00220000,-0.00250000,0.105300,,0.304,0.062078,5.5300000,2458994.283100,0.002400,-0.002900,253.7848853,20.4915240,7.6550000,7.8960000,7.6290000,8.8550000,4.19,1.15,-0.160,1.43,,6310.00,8.3800
"HD 152843 c",0.08652,,0.4900,0.115000,88.890,,24.38000000,6.23000000,-3.40000000,,,0.520,,6.3590000,2459002.770800,0.001100,-0.001100,253.7848853,20.4915240,7.6550000,7.8960000,7.6290000,8.8550000,4.19,1.15,-0.160,1.43,,6310.00,8.3800
"HD 107148 c",0.06260,,,0.340000,,-44.6907,18.32670000,0.00220000,-0.00240000,0.140700,,0.420,,,2455203.400000,1.400000,-1.300000,184.8059773,-3.3199927,6.6040000,6.8580000,6.4740000,8.0100000,4.35,1.11,0.296,1.17,25.13,5752.92,0.7000
"HD 136925 b",0.84000,,,0.103000,,24.0642,4540.00000000,160.00000000,-140.00000000,5.130000,,1.240,,,2449690.000000,280.000000,-330.000000,230.7157509,13.3663117,6.3720000,6.7510000,6.3590000,7.9143300,4.23,0.88,-0.217,1.19,,5773.19,
"HD 141004 b",0.04290,,,0.160000,,19.4806,15.50830000,0.00160000,-0.00180000,0.123800,,0.336,,,2456704.330000,0.550000,-0.490000,236.6099205,7.3527684,3.0700000,3.4300000,2.9890000,4.4154000,4.17,1.05,0.025,1.39,-66.80,5885.38,3.1000
"HD 145675 c",5.80000,,,0.450000,,-7.4485,25000.00000000,24000.00000000,-9200.00000000,16.400000,,1.140,,,2454680.000000,440.000000,-310.000000,242.6021014,43.8163621,4.8030000,5.1580000,4.7140000,6.6193500,4.43,0.97,0.405,1.00,-13.82,5314.94,1.6000
"HD 156668 c",0.09910,,,0.089000,,-10.8862,811.30000000,5.20000000,-5.30000000,1.570000,,0.550,,,2455890.000000,25.000000,-19.000000,259.4183491,29.2281610,6.1170000,6.5930000,6.0040000,8.4300000,4.55,0.79,0.049,0.77,-44.57,4903.69,0.5000
"HD 164922 e",0.03310,,,0.086000,,-17.1887,41.76300000,0.01200000,-0.01200000,0.229200,,0.288,,,2455256.600000,1.200000,-1.000000,270.6304652,26.3104077,5.2030000,5.5530000,5.1130000,7.0122700,4.40,0.92,0.197,1.00,20.36,5393.43,1.8000
"HD 168009 b",0.03000,,,0.120000,,13.1780,15.14790000,0.00350000,-0.00370000,0.119200,,0.272,,,2455201.560000,0.820000,-0.770000,273.8847918,45.2088229,4.8360000,5.1200000,4.7560000,6.2950000,4.27,0.99,0.018,1.21,-64.90,5778.33,2.3000
"HD 213472 b",3.50000,,,0.530000,,37.2423,17000.00000000,12000.00000000,-4800.00000000,13.000000,,1.170,,,2459580.000000,190.000000,-160.000000,337.7069969,40.7222277,6.6550000,6.9350000,6.6090000,8.1700000,4.14,1.05,0.125,1.43,,5729.54,
"HD 24040 c",0.20100,,,0.110000,,-17.1887,515.40000000,2.20000000,-2.50000000,1.300000,,0.834,,,2454984.000000,19.000000,-17.000000,57.5962104,17.4752873,6.0380000,6.2790000,5.9690000,7.5150000,4.20,1.10,0.197,1.39,-9.90,5776.49,2.3900
"HD 26161 b",13.50000,,,0.820000,,-4.0107,32000.00000000,21000.00000000,-10000.00000000,20.400000,,1.100,,,2460540.000000,450.000000,-280.000000,62.4122255,31.6524346,5.5820000,5.8310000,5.5240000,6.8933300,4.16,1.13,-0.009,1.46,,6057.62,
"HD 3765 b",0.17300,,,0.298000,,-63.0254,1211.00000000,15.00000000,-16.00000000,2.108000,,0.764,,,2455607.000000,52.000000,-54.000000,10.2072994,40.1842918,5.2720000,5.6940000,5.1640000,7.3600000,4.53,0.85,0.172,0.83,-63.90,5049.80,0.0000
"HD 66428 c",27.00000,,,0.320000,,30.9397,39000.00000000,56000.00000000,-18000.00000000,23.000000,,1.070,,,2445900.000000,4600.000000,-4500.000000,120.8691654,-1.1636019,6.7680000,7.0440000,6.6600000,8.2500000,4.32,1.05,0.271,1.17,43.99,5647.60,0.0000
"HD 68988 c",15.00000,,,0.450000,,-7.4485,16000.00000000,11000.00000000,-3500.00000000,13.200000,,1.090,,,2451660.000000,110.000000,-180.000000,124.5935429,61.4608518,6.8120000,7.0600000,6.7430000,8.2000000,4.31,1.17,0.305,1.26,-69.50,5883.41,2.8000
"HD 95735 c",0.05680,,,0.140000,,5.7296,3190.00000000,200.00000000,-170.00000000,3.100000,,0.396,,,2457440.000000,150.000000,-150.000000,165.8344710,35.9723170,3.7220000,4.3200000,3.5010000,7.4900000,4.90,0.39,-0.361,0.37,-84.65,3719.95,2.0000
"WASP-110 b",0.51000,,,0.000000,88.160,,3.77840121,0.00000082,-0.00000082,,,1.238,,,2457934.738710,0.000150,-0.000150,305.8724366,-44.0587001,10.9450000,11.3260000,10.8710000,12.7620000,4.10,0.95,-0.060,0.86,,5400.00,
"KOI-1831 d",0.00702,4.75000000000e+02,0.4600,0.000000,89.620,,34.16900000,,,0.194900,,0.101,0.020380,4.4870000,2454981.801900,0.008600,-0.008600,286.4714473,49.6490933,12.3370000,12.7830000,12.2910000,14.2220000,4.53,0.90,0.080,0.83,,5233.00,
"KOI-3503 b",0.02895,7.85000000000e+02,0.0332,0.000000,88.420,,21.18500000,,,0.146200,,0.106,0.007170,2.7760000,2454981.809600,0.015500,-0.015500,293.1507654,41.7291532,12.5400000,12.8070000,12.4830000,13.8310000,4.55,0.86,-0.543,1.25,,6001.00,
"KOI-1833 d",0.03467,6.13000000000e+02,0.3073,0.000000,86.870,,7.68500000,,,0.063400,,0.230,0.114080,1.1740000,2454966.359702,0.000719,-0.000719,285.6025889,50.1120401,11.9710000,12.5180000,11.8310000,14.6260000,4.68,0.68,-0.580,0.67,,4413.00,
"KOI-3503 c",0.03260,6.86000000000e+02,0.6810,0.000000,89.380,,31.82800000,,,0.191100,,0.108,0.007900,4.1700000,2454977.528900,0.017700,-0.017700,293.1507654,41.7291532,12.5400000,12.8070000,12.4830000,13.8310000,4.54,0.86,-0.543,1.25,,6001.00,
"WASP-5 b",1.58000,1.70600000000e+03,0.3100,0.038000,86.900,34.3800,1.62842790,0.00000220,-0.00000490,0.026700,12.10,1.087,1.180000,2.3688000,2454373.995980,0.000250,-0.000190,359.3490277,-41.2772202,10.6500000,10.9490000,10.5980000,12.1470000,4.40,0.96,0.090,1.03,20.01,5700.00,3.5000
"GJ 667 C f",0.00800,,,0.030000,,103.1000,39.02600000,0.19400000,-0.21100000,0.156000,,0.129,,,,,,259.7510609,-34.9977651,6.3220000,6.8480000,6.0360000,10.6020000,4.69,0.33,-0.550,,6.50,3350.00,
"WASP-53 c",16.35000,,,0.836900,,198.6000,2840.00000000,170.00000000,-130.00000000,3.730000,,,,,,,,31.9091639,-20.6618430,10.4740000,10.9590000,10.3900000,12.5910000,4.55,0.84,0.220,0.80,-3.03,4953.00,0.8600
"GJ 3138 c",0.01315,,,0.110000,,,5.97400000,0.00100000,-0.00100000,0.057000,,0.167,,,,,,32.2977385,-16.3392495,,,7.2460000,10.8275000,4.63,0.68,-0.300,0.50,13.60,3717.00,
"GJ 4276 b",0.05213,,,0.370000,,216.8300,13.35200000,0.00300000,-0.00300000,0.082000,,0.377,,,,,,336.3221454,59.4125030,8.1600000,8.7450000,7.8870000,12.9030000,4.97,0.41,0.120,0.41,,3387.00,2.0000
"GJ 414 A b",0.02391,3.08600000000e+02,,0.450000,,111.0000,50.80000000,0.10000000,-0.26000000,0.232400,,0.235,,,2455179.900000,2.100000,-2.300000,167.7745044,30.4451688,5.1300000,5.7640000,4.9790000,8.3100000,4.65,0.65,0.240,0.68,-17.20,4120.00,3.0000
"GJ 649 b",0.32800,,,0.300000,,352.0000,598.30000000,4.20000000,-4.20000000,1.135000,,1.110,,,2454832.000000,25.000000,-22.000000,254.5363221,25.7419719,5.8650000,6.4480000,5.6240000,9.7000000,4.76,0.54,0.080,0.50,3.57,3700.00,
"GJ 667 C b",0.01800,,,0.130000,,5.7000,7.20040000,0.00170000,-0.00170000,0.050500,,0.199,,,,,,259.7510609,-34.9977651,6.3220000,6.8480000,6.0360000,10.6020000,4.69,0.33,-0.550,,6.50,3350.00,
"GJ 667 C c",0.01200,,,0.020000,,292.2000,28.14000000,0.05300000,-0.06500000,0.125000,,0.158,,,,,,259.7510609,-34.9977651,6.3220000,6.8480000,6.0360000,10.6020000,4.69,0.33,-0.550,,6.50,3350.00,
"GJ 667 C e",0.00800,,,0.020000,,28.6000,62.24000000,0.55000000,-0.55000000,0.213000,,0.129,,,,,,259.7510609,-34.9977651,6.3220000,6.8480000,6.0360000,10.6020000,4.69,0.33,-0.550,,6.50,3350.00,
"CoRoT-24 b",0.01800,1.07000000000e+03,0.6500,0.000000,86.500,,5.11340000,0.00060000,-0.00060000,0.056000,,0.330,,2.8500000,2454789.611000,0.006000,-0.006000,101.9225430,-3.7192892,13.0460000,13.5950000,12.9240000,15.3830000,4.55,0.91,0.300,0.86,51.37,4950.00,2.0000
"WASP-67 b",0.43000,1.00300000000e+03,,0.000000,85.800,,4.61442000,0.00001000,-0.00001000,0.051790,,1.150,1.800000,1.8960000,2456618.053700,0.000080,-0.000080,295.7438485,-19.9497314,10.2140000,10.6080000,10.1290000,12.5370000,4.35,0.91,-0.070,0.88,-0.56,5200.00,2.1000
"WASP-69 b",0.29000,9.63000000000e+02,0.6860,0.000000,86.710,90.0000,3.86814000,0.00000200,-0.00000200,0.045250,0.40,1.110,1.800000,2.2296000,2457176.177890,0.000170,-0.000170,315.0259661,-5.0948570,7.5430000,8.0320000,7.4590000,9.8730000,4.50,0.98,0.150,0.86,-9.63,4700.00,2.2000
"WASP-70 A b",0.59000,1.38700000000e+03,0.4310,0.000000,87.120,,3.71302030,0.00000470,-0.00000470,0.048530,,1.164,0.970000,3.3336000,2455736.503480,0.000270,-0.000270,315.4771912,-13.4333821,9.7140000,9.9960000,9.5800000,10.7860000,4.31,1.11,-0.006,1.22,-65.39,5763.00,1.8000
"GJ 581 e",0.00530,,,0.000000,,77.4000,3.14900000,0.00020000,-0.00020000,0.028150,,0.104,,,,,,229.8564725,-7.7226935,6.0950000,6.7060000,5.8370000,10.5700000,4.89,0.31,-0.088,0.33,-9.21,3396.00,2.1000
"GJ 9066 c",0.22528,,,0.330000,,278.0000,767.88700000,7.50000000,-7.50000000,0.870000,,0.892,,,,,,30.0588307,13.0443172,6.9700000,7.5140000,6.6480000,12.7100000,5.10,0.15,,0.18,,3305.00,
"GU Psc b",11.30000,1.05000000000e+03,,,,,,,,2000.000000,,1.265,,,,,,18.1464850,17.0650029,9.5980000,10.2110000,9.3450000,14.1460000,4.78,0.33,0.100,0.45,-1.60,4031.81,23.0000
"HAT-P-11 b",0.08400,8.38000000000e+02,0.0260,0.218000,89.360,19.0000,4.88780244,,,0.052540,106.00,0.389,0.434210,2.3638600,2455109.335119,0.000021,-0.000021,297.7101763,48.0818635,7.1310000,7.6080000,7.0090000,9.4600000,4.66,0.81,0.310,0.68,-63.24,4780.00,1.5000
"HAT-P-1 b",0.52500,1.32200000000e+03,0.7501,0.000000,85.634,253.1000,4.46529976,0.00000055,-0.00000055,0.055610,3.70,1.319,,2.8500000,2453979.932020,0.000240,-0.000240,344.4453632,38.6749190,8.9230000,9.1560000,8.8580000,9.8270000,4.36,1.15,0.130,1.17,-2.98,5980.00,2.2000
"HAT-P-25 b",0.56900,1.18200000000e+03,0.3470,0.023000,88.220,287.0000,3.65281514,0.00000076,-0.00000075,0.046600,,1.135,0.016100,2.8130400,2457006.912990,0.000210,-0.000210,48.4354731,25.1973548,10.9080000,11.3190000,10.8150000,13.1460000,4.52,1.01,0.294,0.92,-12.51,5519.00,0.5000
"WASP-88 b",0.42000,1.77200000000e+03,0.2300,0.000000,88.000,,4.95400000,0.00001900,-0.00001900,0.064310,,1.460,0.700000,6.0480000,2458005.518100,0.000600,-0.000600,309.5112337,-48.4620833,10.3860000,10.5680000,10.3220000,11.3880000,3.96,0.94,-0.080,1.80,-5.15,6430.00,8.4000
